source,model,task,T,rule,greedy,plain,loss,gain,lo,hi,acc
main_grid,qwen3-8b,gsm8k,1.0,top_k,96.0,94.0,2.0,0.6666666666666665,-2.666666666666667,4.0,94.66666666666666
main_grid,qwen3-8b,gsm8k,1.0,min_p,96.0,94.0,2.0,1.3333333333333328,-2.666666666666667,5.333333333333334,95.33333333333333
main_grid,qwen3-8b,gsm8k,1.0,top_n_sigma,96.0,94.0,2.0,-1.3333333333333335,-5.999999999999999,3.3333333333333326,92.66666666666666
main_grid,qwen3-8b,gsm8k,1.3,top_p,96.0,94.66666666666666,1.3333333333333428,-0.6666666666666664,-3.3333333333333326,1.3333333333333337,94.0
main_grid,qwen3-8b,gsm8k,1.3,top_k,96.0,94.66666666666666,1.3333333333333428,-2.0,-6.0,0.6666666666666667,92.66666666666667
main_grid,qwen3-8b,gsm8k,1.3,min_p,96.0,94.66666666666666,1.3333333333333428,-2.0,-6.666666666666668,2.0,92.66666666666666
main_grid,qwen3-8b,gsm8k,1.3,top_n_sigma,96.0,94.66666666666666,1.3333333333333428,0.0,-2.666666666666667,2.666666666666667,94.66666666666666
main_grid,qwen3-8b,mmlu_pro,0.7,top_p,62.0,60.66666666666667,1.3333333333333286,0.6666666666666664,-4.666666666666666,6.666666666666666,61.33333333333334
main_grid,qwen3-8b,mmlu_pro,0.7,top_k,62.0,60.66666666666667,1.3333333333333286,-3.333333333333333,-10.0,4.0,57.33333333333333
main_grid,qwen3-8b,mmlu_pro,0.7,min_p,62.0,60.66666666666667,1.3333333333333286,1.3333333333333335,-3.333333333333334,6.666666666666666,62.0
main_grid,qwen3-8b,mmlu_pro,0.7,top_n_sigma,62.0,60.66666666666667,1.3333333333333286,1.333333333333333,-3.333333333333333,6.666666666666665,62.0
main_grid,qwen3-8b,mmlu_pro,1.0,top_p,62.0,60.0,2.0,-2.6666666666666656,-11.999999999999998,5.333333333333335,57.33333333333333
main_grid,qwen3-8b,mmlu_pro,1.0,top_k,62.0,60.0,2.0,2.0,-4.000000000000001,7.999999999999999,62.0
main_grid,qwen3-8b,mmlu_pro,1.0,min_p,62.0,60.0,2.0,-0.6666666666666653,-7.333333333333332,6.000000000000001,59.33333333333333
main_grid,qwen3-8b,mmlu_pro,1.0,top_n_sigma,62.0,60.0,2.0,-1.3333333333333326,-7.333333333333332,4.000000000000001,58.666666666666664
main_grid,qwen3-8b,mmlu_pro,1.3,top_p,62.0,57.99999999999999,4.000000000000007,0.6666666666666662,-7.333333333333335,8.666666666666666,58.666666666666664
main_grid,qwen3-8b,mmlu_pro,1.3,top_k,62.0,57.99999999999999,4.000000000000007,-2.0,-8.666666666666666,4.666666666666667,55.99999999999999
main_grid,qwen3-8b,mmlu_pro,1.3,min_p,62.0,57.99999999999999,4.000000000000007,0.6666666666666675,-6.666666666666665,8.000000000000002,58.666666666666664
main_grid,qwen3-8b,mmlu_pro,1.3,top_n_sigma,62.0,57.99999999999999,4.000000000000007,3.9999999999999996,-1.9999999999999998,10.666666666666664,62.0
panel_grid,hermes-3-llama-3.1-8b,gsm8k,0.7,top_p,82.0,71.33333333333333,10.666666666666671,3.333333333333333,-3.333333333333334,10.000000000000002,74.66666666666666
panel_grid,hermes-3-llama-3.1-8b,gsm8k,0.7,top_k,82.0,71.33333333333333,10.666666666666671,2.666666666666666,-3.333333333333334,8.666666666666666,74.0
panel_grid,hermes-3-llama-3.1-8b,gsm8k,0.7,min_p,82.0,71.33333333333333,10.666666666666671,3.9999999999999996,-2.0000000000000004,10.0,75.33333333333333
panel_grid,hermes-3-llama-3.1-8b,gsm8k,0.7,top_n_sigma,82.0,71.33333333333333,10.666666666666671,-0.6666666666666659,-5.999999999999999,4.683333333333245,70.66666666666667
panel_grid,hermes-3-llama-3.1-8b,gsm8k,1.0,top_p,82.0,77.33333333333334,4.666666666666657,2.666666666666667,-3.3333333333333326,8.016666666666577,79.99999999999999
panel_grid,hermes-3-llama-3.1-8b,gsm8k,1.0,top_k,82.0,77.33333333333334,4.666666666666657,-4.666666666666665,-10.683333333333334,1.333333333333333,72.66666666666666
panel_grid,hermes-3-llama-3.1-8b,gsm8k,1.0,min_p,82.0,77.33333333333334,4.666666666666657,-1.3333333333333326,-6.666666666666665,3.9999999999999987,76.0
panel_grid,hermes-3-llama-3.1-8b,gsm8k,1.0,top_n_sigma,82.0,77.33333333333334,4.666666666666657,-2.666666666666667,-9.333333333333332,3.333333333333334,74.66666666666667
panel_grid,hermes-3-llama-3.1-8b,gsm8k,1.3,top_p,82.0,60.0,22.0,11.333333333333336,2.666666666666668,19.333333333333336,71.33333333333333
panel_grid,hermes-3-llama-3.1-8b,gsm8k,1.3,top_k,82.0,60.0,22.0,7.333333333333334,-0.6666666666666665,14.666666666666668,67.33333333333333
panel_grid,hermes-3-llama-3.1-8b,gsm8k,1.3,min_p,82.0,60.0,22.0,11.333333333333332,3.333333333333334,19.33333333333333,71.33333333333333
panel_grid,hermes-3-llama-3.1-8b,gsm8k,1.3,top_n_sigma,82.0,60.0,22.0,17.333333333333332,10.666666666666664,24.0,77.33333333333333
panel_grid,hermes-3-llama-3.1-8b,mmlu_pro,0.7,top_p,52.0,42.666666666666664,9.333333333333336,-1.333333333333333,-8.666666666666668,5.999999999999999,41.33333333333333
panel_grid,hermes-3-llama-3.1-8b,mmlu_pro,0.7,top_k,52.0,42.666666666666664,9.333333333333336,4.263256414560601e-16,-8.666666666666664,8.0,42.666666666666664
panel_grid,hermes-3-llama-3.1-8b,mmlu_pro,0.7,min_p,52.0,42.666666666666664,9.333333333333336,1.333333333333333,-6.0,8.0,44.0
